Event, Reactor, Source, Destination, Elapsed Logical Time, Microstep, Elapsed Physical Time, Trigger, Extra Delay
Worker wait starts, NO REACTOR, 1, -1, 3010000000, 0, 3021829449, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 3010000000, 0, 3021829587, NO TRIGGER, 0
Reaction starts, ns_federate__p4_1, 1, 2, 3010000000, 0, 3021829767, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 3, -1, 3010000000, 0, 3021829850, NO TRIGGER, 0
Reaction ends, ns_federate__p4_1, 1, 2, 3010000000, 0, 3021831886, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 3010000000, 0, 3021832013, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 3010000000, 0, 3021832131, NO TRIGGER, 0
Reaction starts, ns_federate__p4_2, 1, 2, 3010000000, 0, 3021832363, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 3, -1, 3010000000, 0, 3021832448, NO TRIGGER, 0
Reaction ends, ns_federate__p4_2, 1, 2, 3010000000, 0, 3021834437, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 3010000000, 0, 3021834538, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 3010000000, 0, 3021834904, NO TRIGGER, 0
Sending NET, NO REACTOR, 3, -1, 3050000000, 0, 3021835400, NO TRIGGER, 0
Sending NET, NO REACTOR, 3, -1, 3010000000, 1, 3034971636, NO TRIGGER, 0
Scheduler advancing time ends, NO REACTOR, -1, -1, 3010000000, 1, 3035032455, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 3010000000, 1, 3035033456, NO TRIGGER, 0
Reaction starts, ns_federate__plant_2, 1, 2, 3010000000, 1, 3035034268, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 3, -1, 3010000000, 1, 3035034679, NO TRIGGER, 0
Reaction ends, ns_federate__plant_2, 1, 2, 3010000000, 1, 3035037876, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 3010000000, 1, 3035038266, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 3010000000, 1, 3035911728, NO TRIGGER, 0
Reaction starts, ns_federate__p4, 1, 2, 3010000000, 1, 3035912657, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 3, -1, 3010000000, 1, 3035913252, NO TRIGGER, 0
Reaction ends, ns_federate__p4, 1, 2, 3010000000, 1, 3035937667, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 3010000000, 1, 3035938072, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 3010000000, 1, 3035938425, NO TRIGGER, 0
Reaction starts, ns_federate__p4_0, 1, 2, 3010000000, 1, 3035938741, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 3, -1, 3010000000, 1, 3035938885, NO TRIGGER, 0
Reaction ends, ns_federate__p4_0, 1, 2, 3010000000, 1, 3035942099, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 3010000000, 1, 3035942230, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 3010000000, 1, 3035942387, NO TRIGGER, 0
Reaction starts, ns_federate__p4_1, 1, 2, 3010000000, 1, 3035942697, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 3, -1, 3010000000, 1, 3035942798, NO TRIGGER, 0
Reaction ends, ns_federate__p4_1, 1, 2, 3010000000, 1, 3035945419, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 3010000000, 1, 3035945559, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 3010000000, 1, 3035945709, NO TRIGGER, 0
Reaction starts, ns_federate__p4_2, 1, 2, 3010000000, 1, 3035946116, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 3, -1, 3010000000, 1, 3035946221, NO TRIGGER, 0
Reaction ends, ns_federate__p4_2, 1, 2, 3010000000, 1, 3035948775, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 3010000000, 1, 3035948908, NO TRIGGER, 0
